col1,name,SPECOBJID,PLATEID,MJD,FIBERID,BPTCLASS,RA_1,DEC_1,Z,Z_ERR,OH_P2P5,OH_P16,OH_P50,OH_P84,OH_P97P5,OH_ENTROPY,objID,ra_1a,dec_1a,run,rerun,camcol,field,type,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,uJAVA,gSDSS,rSDSS,iSDSS,zSDSS,J0378,J0395,J0410,J0430,J0515,J0660,J0861,Separation,u-g,g-r,r-i,i-z,uJAVA-J0378,gSDSS-J0378,rSDSS-J0378,iSDSS-J0378,zSDSS-J0378,J0378-J0395,J0395-J0410,J0410-J0430,J0430-J0515,J0515-J0660,J0660-J0861,uJAVA-J0395,gSDSS-J0395,rSDSS-J0395,iSDSS-J0395,zSDSS-J0395,uJAVA-J0410,gSDSS-J0410,rSDSS-J0410,iSDSS-J0410,zSDSS-J0410,uJAVA-J0430,gSDSS-J0430,rSDSS-J0430,iSDSS-J0430,zSDSS-J0430,uJAVA-J0515,gSDSS-J0515,rSDSS-J0515,iSDSS-J0515,zSDSS-J0515,uJAVA-J0660,gSDSS-J0660,rSDSS-J0660,iSDSS-J0660,zSDSS-J0660,uJAVA-J0861,gSDSS-J0861,rSDSS-J0861,iSDSS-J0861,zSDSS-J0861
72350,92586,9.17E+17,814,52443,419,1,243.03282,46.43148,0.09636216,7.78E-06,8.662622,8.707895,8.751018,8.820867,8.851652,121.23588,1.24E+18,243.0328756,46.43147293,2326,301,5,305,GALAXY,18.97373,17.96083,17.58001,17.33143,17.27385,18.118,17.948,17.581,17.307,17.441,18.315,18.487,18.09,18.052,17.653,17.366,17.31,0.286977356,1.0129,0.38082,0.24858,0.05758,-0.197,-0.367,-0.734,-1.008,-0.874,-0.172,0.397,0.038,0.399,0.287,0.056,-0.369,-0.539,-0.906,-1.18,-1.046,0.028,-0.142,-0.509,-0.783,-0.649,0.066,-0.104,-0.471,-0.745,-0.611,0.465,0.295,-0.274,0.134,-0.212,0.752,0.582,0.215,-0.059,0.075,0.808,0.638,0.271,-0.003,0.131
14175,34206,1.68E+18,1491,52996,618,1,4.565927,0.720862,0.17289352,9.85E-06,8.725931,8.805651,8.860446,8.917532,8.97765,101.54088,1.24E+18,4.565946027,0.720866981,2728,301,5,443,GALAXY,20.18924,19.33755,18.78859,18.52278,18.31756,19.559,19.192,19.026,18.606,18.5,19.61,21.287,19.501,19.96,18.717,18.962,18.779,0.219255594,0.85169,0.54896,0.26581,0.20522,-0.051,-0.418,-0.584,-1.004,-1.11,-1.677,1.786,-0.459,1.243,-0.245,0.183,-1.728,-2.095,-2.261,-2.681,-2.787,0.058,-0.309,-0.475,-0.895,-1.001,-0.401,-0.768,-0.934,-1.354,-1.46,0.842,0.475,-0.42,-0.106,-0.217,0.597,0.23,0.064,-0.356,-0.462,0.78,0.413,0.247,-0.173,-0.279
47248,67448,1.18E+18,1048,52736,187,1,222.5489,47.62727,0.16133615,7.51E-06,8.681851,8.696488,8.714775,8.775766,8.796236,172.71104,1.24E+18,222.5489095,47.62726353,3177,301,2,107,GALAXY,19.58464,18.9503,18.66118,18.404,18.53057,19.475,19.273,18.764,18.567,18.538,19.569,20.189,19.441,19.364,19.212,19.027,18.493,0.109056946,0.63434,0.28912,0.25718,-0.12657,-0.094,-0.296,-0.805,-1.002,-1.031,-0.62,0.748,0.077,0.152,0.185,0.534,-0.714,-0.916,-1.425,-1.622,-1.651,0.034,-0.168,-0.677,-0.874,-0.903,0.111,-0.091,-0.6,-0.797,-0.826,0.263,0.061,-0.197,-0.029,-0.674,0.448,0.246,-0.263,-0.46,-0.489,0.982,0.78,0.271,0.074,0.045
85319,105576,7.76E+17,689,52262,442,1,7.8169036,1.1695873,0.23865642,6.63E-06,8.94349,8.962197,8.991605,9.012347,9.018901,186.0593,1.24E+18,7.81689743,1.169596864,2728,301,6,465,GALAXY,20.63316,19.71932,19.12115,18.76329,18.53518,20.06,19.995,19.065,18.932,18.631,19.933,21.006,20.044,19.94,19.548,19.069,18.521,0.317159701,0.91384,0.59817,0.35786,0.22811,0.127,0.062,-0.868,-1.001,-1.302,-1.073,0.962,0.104,0.392,0.479,0.548,-0.946,-1.011,-1.941,-2.074,-2.375,0.016,-0.049,-0.979,-1.112,-1.413,0.12,0.055,-0.875,-1.008,-1.309,0.512,0.447,-0.133,-0.301,-0.917,0.991,0.926,-0.004,-0.137,-0.438,1.539,1.474,0.544,0.411,0.11
43111,63307,1.22E+18,1087,52930,566,1,7.4555936,1.2584887,0.27388185,1.76E-05,8.899138,8.969922,9.0428505,9.150294,9.26127,74.29748,1.24E+18,7.455591776,1.258465129,7717,301,1,379,GALAXY,21.43718,20.46191,19.64314,19.18344,18.835,18.44,20.761,19.773,19.327,19.272,20.328,21.604,20.833,24.133,19.799,19.437,19.368,0.147074636,0.97527,0.81877,0.4597,0.34844,-1.888,0.433,-0.555,-1.001,-1.056,-1.276,0.771,-3.3,4.334,0.362,0.069,-3.164,-0.843,-1.831,-2.277,-2.332,-2.393,-0.072,-1.06,-1.506,-1.561,-5.693,-3.372,-4.36,-4.806,-4.861,-1.359,0.962,-0.446,-0.055,-0.527,-0.997,1.324,0.336,-0.11,-0.165,-0.928,1.393,0.405,-0.041,-0.096
43000,63196,1.23E+18,1088,52929,392,1,4.535913,0.477883,0.018400447,7.81E-06,8.030598,8.130696,8.266789,8.424846,8.562317,48.13484,1.24E+18,4.535888311,0.477845461,4145,301,5,140,GALAXY,19.63156,18.66189,18.2786,18.07948,17.97969,19.508,18.72,18.195,18.012,17.831,19.011,20.958,19.102,18.7,18.186,18.177,18.389,0.026263302,0.96967,0.38329,0.19912,0.09979,0.497,-0.291,-0.816,-0.999,-1.18,-1.947,1.856,0.402,0.514,0.009,-0.212,-1.45,-2.238,-2.763,-2.946,-3.127,0.406,-0.382,-0.907,-1.09,-1.271,0.808,0.02,-0.505,-0.688,-0.869,1.322,0.534,-0.183,-0.181,-0.355,1.331,0.543,0.018,-0.165,-0.346,1.119,0.331,-0.194,-0.377,-0.558
14090,34121,1.68E+18,1492,52932,524,1,5.438077,0.780689,0.07616816,8.18E-06,8.090163,8.212766,8.400289,8.565916,8.650115,40.593044,1.24E+18,5.438222607,0.780682908,2728,301,5,449,GALAXY,19.79119,18.58269,18.12654,17.86616,17.78069,19.047,18.448,18.234,17.957,18.162,18.956,20.265,19.471,18.338,18.383,18.157,17.866,0.291634006,1.2085,0.45615,0.26038,0.08547,0.091,-0.508,-0.722,-0.999,-0.794,-1.309,0.794,1.133,-0.045,0.226,0.291,-1.218,-1.817,-2.031,-2.308,-2.103,-0.424,-1.023,-1.237,-1.514,-1.309,0.709,0.11,-0.104,-0.381,-0.176,0.664,0.065,-0.277,0.205,-0.221,0.89,0.291,0.077,-0.2,0.005,1.181,0.582,0.368,0.091,0.296
43287,63483,1.22E+18,1086,52525,445,1,8.967771,1.213734,0.041160688,7.62E-06,8.518633,8.583063,8.639744,8.69814,8.753015,103.26169,1.24E+18,8.967723797,1.213706803,2728,301,6,473,GALAXY,19.50381,18.66779,18.28379,18.07709,17.86815,19.622,18.772,18.265,18.217,17.872,19.211,18.93,18.722,19.123,18.971,18.615,18.042,0.14792279,0.83602,0.384,0.2067,0.20894,0.411,-0.439,-0.946,-0.994,-1.339,0.281,0.208,-0.401,0.152,0.356,0.573,0.692,-0.158,-0.665,-0.713,-1.058,0.9,0.05,-0.457,-0.505,-0.85,0.499,-0.351,-0.858,-0.906,-1.251,0.651,-0.199,-0.048,-0.345,-1.099,1.007,0.157,-0.35,-0.398,-0.743,1.58,0.73,0.223,0.175,-0.17
15602,35637,1.64E+18,1460,53138,86,1,198.9966,41.49888,0.021011906,5.21E-06,8.165821,8.322056,8.480522,8.574953,8.6251545,71.16117,1.24E+18,198.9966255,41.49888297,3893,301,3,245,GALAXY,17.79354,16.98822,16.78083,16.70062,16.62785,17.795,17.045,16.83,16.748,16.624,17.742,17.384,17.268,17.162,16.824,16.831,16.836,0.294964174,0.80532,0.20739,0.08021,0.07277,0.053,-0.697,-0.912,-0.994,-1.118,0.358,0.116,0.106,0.338,-0.007,-0.005,0.411,-0.339,-0.554,-0.636,-0.76,0.527,-0.223,-0.438,-0.52,-0.644,0.633,-0.117,-0.332,-0.414,-0.538,0.971,0.221,-0.082,-0.124,-0.2,0.964,0.214,-0.001,-0.083,-0.207,0.959,0.209,-0.006,-0.088,-0.212
11570,31599,1.74E+18,1541,53732,414,1,3.311602,1.153805,0.13978419,1.45E-05,8.597519,8.700198,8.802871,8.874705,8.95802,77.21591,1.24E+18,3.311595843,1.153795875,2728,301,6,435,GALAXY,23.98952,22.42313,19.48897,18.88444,20.83809,18.688,17.787,17.347,16.745,16.521,17.738,17.654,18.376,18.591,18.233,17.009,16.451,2.105995175,1.56639,2.93416,0.60453,-1.95365,0.95,0.049,-0.391,-0.993,-1.217,0.084,-0.722,-0.215,0.358,1.224,0.558,1.034,0.133,-0.307,-0.909,-1.133,0.312,-0.589,-1.029,-1.631,-1.855,0.097,-0.804,-1.244,-1.846,-2.07,0.455,-0.446,-0.602,-0.224,-1.712,1.679,0.778,0.338,-0.264,-0.488,2.237,1.336,0.896,0.294,0.07
16025,36060,1.64E+18,1456,53115,134,1,192.04187,42.06416,0.03309061,1.02E-05,8.662276,8.712222,8.792441,8.841946,8.8845625,104.534065,1.24E+18,192.0418749,42.06415797,3840,301,3,210,GALAXY,17.64384,16.38285,16.00427,15.79851,15.69275,17.305,16.231,15.95,15.763,15.726,16.75,16.863,16.644,16.45,16.028,15.885,15.715,0.1713978,1.26099,0.37858,0.20576,0.10576,0.555,-0.519,-0.8,-0.987,-1.024,-0.113,0.219,0.194,0.422,0.143,0.17,0.442,-0.632,-0.913,-1.1,-1.137,0.661,-0.413,-0.694,-0.881,-0.918,0.855,-0.219,-0.5,-0.687,-0.724,1.277,0.203,-0.187,-0.037,-0.302,1.42,0.346,0.065,-0.122,-0.159,1.59,0.516,0.235,0.048,0.011
27355,47437,1.50E+18,1332,52781,447,1,233.4509,47.22012,0.07480314,6.20E-06,8.001985,8.070444,8.162492,8.2665825,8.343577,80.09459,1.24E+18,233.4509124,47.22013362,3705,301,5,199,GALAXY,18.94885,18.15847,18.08835,17.88457,17.97794,18.781,18.305,18.229,18.008,17.968,18.993,18.841,18.789,18.417,18.249,18.33,18.133,0.317139519,0.79038,0.07012,0.20378,-0.09337,-0.212,-0.688,-0.764,-0.985,-1.025,0.152,0.052,0.372,0.168,-0.081,0.197,-0.06,-0.536,-0.612,-0.833,-0.873,-0.008,-0.484,-0.56,-0.781,-0.821,0.364,-0.112,-0.188,-0.409,-0.449,0.532,0.056,-0.221,-0.04,-0.281,0.451,-0.025,-0.101,-0.322,-0.362,0.648,0.172,0.096,-0.125,-0.165
13833,33864,1.68E+18,1495,52944,459,1,10.878022,1.158884,0.09349297,1.03E-05,8.230995,8.405738,8.544705,8.661903,8.761747,49.161633,1.24E+18,10.87802879,1.158911465,4858,301,6,427,GALAXY,19.79069,18.90185,18.53112,18.24693,18.19798,19.328,18.853,18.372,18.341,18.432,19.322,19.456,19.563,18.895,18.45,18.282,19.163,1.121167486,0.88884,0.37073,0.28419,0.04895,0.006,-0.469,-0.95,-0.981,-0.89,-0.134,-0.107,0.668,0.445,0.168,-0.881,-0.128,-0.603,-1.084,-1.115,-1.024,-0.235,-0.71,-1.191,-1.222,-1.131,0.433,-0.042,-0.523,-0.554,-0.463,0.878,0.403,-0.031,0.091,-0.018,1.046,0.571,0.09,0.059,0.15,0.165,-0.31,-0.791,-0.822,-0.731
23131,43189,1.55E+18,1377,53050,90,1,206.61572,39.678337,0.01100079,4.12E-06,8.217491,8.374628,8.458735,8.555829,8.576125,102.1079,1.24E+18,206.615731,39.6783386,3919,301,2,37,GALAXY,17.31218,16.46962,16.17664,16.10221,16.00471,16.989,16.034,15.687,15.571,15.497,16.551,16.571,16.339,16.226,15.782,15.328,15.441,1.449259142,0.84256,0.29298,0.07443,0.0975,0.438,-0.517,-0.864,-0.98,-1.054,-0.02,0.232,0.113,0.444,0.454,-0.113,0.418,-0.537,-0.884,-1,-1.074,0.65,-0.305,-0.652,-0.768,-0.842,0.763,-0.192,-0.539,-0.655,-0.729,1.207,0.252,-0.116,-0.074,-0.285,1.661,0.706,0.359,0.243,0.169,1.548,0.593,0.246,0.13,0.056
72534,92771,9.15E+17,813,52354,120,1,242.07979,47.01631,0.045410603,5.52E-06,8.587043,8.605071,8.632001,8.654372,8.66707,192.88368,1.24E+18,242.0798157,47.01635385,2326,301,5,299,GALAXY,17.69921,16.88334,16.772,16.56529,16.56183,18.212,17.358,17.121,17.043,16.881,18.022,17.802,17.685,17.679,17.093,17.141,16.822,0.31863881,0.81587,0.11134,0.20671,0.00346,0.19,-0.664,-0.901,-0.979,-1.141,0.22,0.117,0.006,0.586,-0.048,0.319,0.41,-0.444,-0.681,-0.759,-0.921,0.527,-0.327,-0.564,-0.642,-0.804,0.533,-0.321,-0.558,-0.636,-0.798,1.119,0.265,-0.078,-0.162,-0.212,1.071,0.217,-0.02,-0.098,-0.26,1.39,0.536,0.299,0.221,0.059
47230,67430,1.18E+18,1048,52736,290,1,222.5384,47.316914,0.018516622,5.08E-06,8.125954,8.305287,8.430006,8.600034,8.6354,82.62186,1.24E+18,222.5383571,47.3169225,3918,301,6,169,GALAXY,17.20579,16.36192,16.08235,15.94801,15.81011,17.314,16.366,16.007,15.897,15.777,16.872,16.864,16.591,16.524,16.168,15.978,15.802,0.075392693,0.84387,0.27957,0.13434,0.1379,0.442,-0.506,-0.865,-0.975,-1.095,0.008,0.273,0.067,0.356,0.19,0.176,0.45,-0.498,-0.857,-0.967,-1.087,0.723,-0.225,-0.584,-0.694,-0.814,0.79,-0.158,-0.517,-0.627,-0.747,1.146,0.198,-0.11,-0.12,-0.391,1.336,0.388,0.029,-0.081,-0.201,1.512,0.564,0.205,0.095,-0.025
104994,125274,5.53E+17,491,51942,456,1,170.16864,67.77888,0.05401377,5.02E-06,8.700058,8.702851,8.709885,8.716919,8.719712,269.5833,1.24E+18,170.1686145,67.7788564,1350,301,6,332,GALAXY,20.41493,19.43038,19.44135,18.88854,19.02359,20.461,19.589,19.191,19.176,18.988,20.147,19.538,19.908,19.957,19.368,19.285,18.794,0.007804343,0.98455,-0.01097,0.55281,-0.13505,0.314,-0.558,-0.956,-0.971,-1.159,0.609,-0.37,-0.049,0.589,0.083,0.491,0.923,0.051,-0.347,-0.362,-0.55,0.553,-0.319,-0.717,-0.732,-0.92,0.504,-0.368,-0.766,-0.781,-0.969,1.093,0.221,-0.015,-0.188,-0.38,1.176,0.304,-0.094,-0.109,-0.297,1.667,0.795,0.397,0.382,0.194
7566,27584,1.79E+18,1590,52974,108,1,134.96259,29.79312,0.03306995,5.42E-06,8.130517,8.208219,8.37856,8.53146,8.580555,58.11608,1.24E+18,134.9625863,29.79311525,3644,301,2,169,GALAXY,18.45601,17.35023,16.98184,16.76061,16.56066,18.099,17.313,16.949,16.859,16.796,17.829,17.984,17.802,17.41,17.082,17.065,16.802,0.39603425,1.10578,0.36839,0.22123,0.19995,0.27,-0.516,-0.88,-0.97,-1.033,-0.155,0.182,0.392,0.328,0.017,0.263,0.115,-0.671,-1.035,-1.125,-1.188,0.297,-0.489,-0.853,-0.943,-1.006,0.689,-0.097,-0.461,-0.551,-0.614,1.017,0.231,-0.09,-0.063,-0.286,1.034,0.248,-0.116,-0.206,-0.269,1.297,0.511,0.147,0.057,-0.006
11523,31552,1.74E+18,1541,53732,581,1,4.688709,0.291562,0.095316336,5.38E-06,8.056776,8.161359,8.289274,8.434587,8.562799,53.230816,1.24E+18,4.688705925,0.291528037,2728,301,4,444,GALAXY,20.2023,19.20043,18.87607,18.58695,18.56934,19.662,19.487,18.815,18.772,18.625,19.739,18.987,19.763,19.277,19.167,18.844,18.262,0.443827629,1.00187,0.32436,0.28912,0.01761,-0.077,-0.252,-0.924,-0.967,-1.114,0.752,-0.776,0.486,0.11,0.323,0.582,0.675,0.5,-0.172,-0.215,-0.362,-0.101,-0.276,-0.948,-0.991,-1.138,0.385,0.21,-0.462,-0.505,-0.652,0.495,0.32,-0.043,-0.147,-0.542,0.818,0.643,-0.029,-0.072,-0.219,1.4,1.225,0.553,0.51,0.363
43032,63228,1.23E+18,1088,52929,231,1,4.6829143,-0.1466209,0.12719825,1.00E-05,8.552824,8.688296,8.820673,8.910754,9.006911,55.70396,1.24E+18,4.68290696,-0.146627773,2728,301,3,444,GALAXY,20.18744,19.1209,18.5979,18.28001,18.31806,18.836,19.406,18.638,18.296,18.126,19.262,18.916,19.582,19.403,18.582,18.593,18.634,0.155655063,1.06654,0.523,0.31789,-0.03805,-0.426,0.144,-0.624,-0.966,-1.136,0.346,-0.666,0.179,0.821,-0.011,-0.041,-0.08,0.49,-0.278,-0.62,-0.79,-0.746,-0.176,-0.944,-1.286,-1.456,-0.567,0.003,-0.765,-1.107,-1.277,0.254,0.824,-0.342,-0.17,-0.456,0.243,0.813,0.045,-0.297,-0.467,0.202,0.772,0.004,-0.338,-0.508
27369,47451,1.50E+18,1332,52781,368,1,232.685,47.31895,0.008552017,7.42E-06,7.9563627,8.05178,8.173848,8.313927,8.436148,56.186817,1.24E+18,232.6849698,47.31896757,3187,301,5,42,GALAXY,17.91043,16.68631,16.44069,16.35029,16.15441,17.518,16.338,16.218,15.922,16.088,16.884,17.076,17.351,16.438,16.027,15.717,16.236,1.746486228,1.22412,0.24562,0.0904,0.19588,0.634,-0.546,-0.666,-0.962,-0.796,-0.192,-0.275,0.913,0.411,0.31,-0.519,0.442,-0.738,-0.858,-1.154,-0.988,0.167,-1.013,-1.133,-1.429,-1.263,1.08,-0.1,-0.22,-0.516,-0.35,1.491,0.311,-0.296,0.166,0.061,1.801,0.621,0.501,0.205,0.371,1.282,0.102,-0.018,-0.314,-0.148
25191,45262,1.53E+18,1357,53034,619,1,154.58781,41.32011,0.15346038,1.27E-05,8.847601,8.862343,8.869496,8.87665,8.879491,265.34552,1.24E+18,154.5862973,41.31186828,3562,301,5,50,GALAXY,21.55767,20.57969,19.97538,19.61769,19.40562,18.463,17.932,17.661,17.418,17.432,18.379,18.51,18.358,17.997,17.853,17.689,17.484,0.129913881,0.97798,0.60431,0.35769,0.21207,0.084,-0.447,-0.718,-0.961,-0.947,-0.131,0.152,0.361,0.144,0.164,0.205,-0.047,-0.578,-0.849,-1.092,-1.078,0.105,-0.426,-0.697,-0.94,-0.926,0.466,-0.065,-0.336,-0.579,-0.565,0.61,0.079,-0.243,0.014,-0.421,0.774,0.243,-0.028,-0.271,-0.257,0.979,0.448,0.177,-0.066,-0.052
85502,105759,7.74E+17,687,52518,539,1,4.460084,0.8872415,0.25498468,1.07E-05,8.7674465,8.854286,8.961773,9.1944275,9.336275,53.492664,1.24E+18,4.460087772,0.887235176,4145,301,6,140,GALAXY,21.51895,20.58941,19.91442,19.60106,19.26313,20.188,20.488,20.104,19.533,20.069,20.494,21.517,20.4,21.421,20.091,19.704,19.37,0.048529105,0.92954,0.67499,0.31336,0.33793,-0.306,-0.006,-0.39,-0.961,-0.425,-1.023,1.117,-1.021,1.33,0.387,0.334,-1.329,-1.029,-1.413,-1.984,-1.448,-0.212,0.088,-0.296,-0.867,-0.331,-1.233,-0.933,-1.317,-1.888,-1.352,0.097,0.397,-0.571,0.536,-0.022,0.484,0.784,0.4,-0.171,0.365,0.818,1.118,0.734,0.163,0.699
40602,60796,1.31E+18,1162,52668,571,1,219.99908,55.81534,0.043106887,9.95E-06,8.730347,8.808881,8.857257,8.920873,8.963219,109.66351,1.24E+18,219.999083,55.81533053,3184,301,6,20,GALAXY,18.78432,17.66357,17.20075,16.91357,16.69529,17.936,17.595,17.145,16.951,16.785,17.906,18.348,17.648,17.655,17.278,16.934,16.642,0.028878344,1.12075,0.46282,0.28718,0.21828,0.03,-0.311,-0.761,-0.955,-1.121,-0.442,0.7,-0.007,0.377,0.344,0.292,-0.412,-0.753,-1.203,-1.397,-1.563,0.288,-0.053,-0.503,-0.697,-0.863,0.281,-0.06,-0.51,-0.704,-0.87,0.658,0.317,-0.194,-0.166,-0.493,1.002,0.661,0.211,0.017,-0.149,1.294,0.953,0.503,0.309,0.143
36262,56434,1.37E+18,1218,52709,54,1,154.18797,42.173744,0.055025958,2.15E-05,9.260771,9.264934,9.275416,9.469991,9.4784355,227.7498,1.24E+18,154.1879882,42.17376194,3530,301,1,238,GALAXY,16.25695,15.86585,15.60884,15.20277,15.10467,16.225,15.815,15.4,15.17,15.062,16.125,16.096,16.115,16.046,15.56,15.463,15.094,0.105844571,0.3911,0.25701,0.40607,0.0981,0.1,-0.31,-0.725,-0.955,-1.063,0.029,-0.019,0.069,0.486,0.097,0.369,0.129,-0.281,-0.696,-0.926,-1.034,0.11,-0.3,-0.715,-0.945,-1.053,0.179,-0.231,-0.646,-0.876,-0.984,0.665,0.255,-0.23,-0.108,-0.498,0.762,0.352,-0.063,-0.293,-0.401,1.131,0.721,0.306,0.076,-0.032
72468,92704,9.15E+17,813,52354,495,1,240.56567,47.268948,0.045607157,9.51E-06,8.394013,8.580329,8.678997,8.766743,8.839211,69.49861,1.24E+18,240.5605552,47.26825499,2299,301,3,283,GALAXY,24.66504,23.39251,22.01885,21.54556,21.9511,17.851,17.277,16.919,17.305,15.733,18.253,18.015,17.105,17.524,16.952,17.678,16.11,0.180799852,1.27253,1.37366,0.47329,-0.40554,-0.402,-0.976,-1.334,-0.948,-2.52,0.238,0.91,-0.419,0.572,-0.726,1.568,-0.164,-0.738,-1.096,-0.71,-2.282,0.746,0.172,-0.186,0.2,-1.372,0.327,-0.247,-0.605,-0.219,-1.791,0.899,0.325,0.386,-1.572,-1.219,0.173,-0.401,-0.759,-0.373,-1.945,1.741,1.167,0.809,1.195,-0.377
70,85,2.12E+18,1879,54478,90,1,149.70172,67.50005,0.012688434,5.67E-06,8.1669035,8.300116,8.446522,8.553606,8.576548,81.05332,1.24E+18,149.7017011,67.50005524,4294,301,1,230,GALAXY,17.35928,16.47846,16.15972,15.98169,15.8368,17.469,16.573,16.173,16.045,15.917,16.993,17.071,16.792,16.765,16.379,15.841,15.986,0.258937225,0.88082,0.31874,0.17803,0.14489,0.476,-0.42,-0.82,-0.948,-1.076,-0.078,0.279,0.027,0.386,0.538,-0.145,0.398,-0.498,-0.898,-1.026,-1.154,0.677,-0.219,-0.619,-0.747,-0.875,0.704,-0.192,-0.592,-0.72,-0.848,1.09,0.194,-0.128,-0.128,-0.462,1.628,0.732,0.332,0.204,0.076,1.483,0.587,0.187,0.059,-0.069
13824,33855,1.68E+18,1495,52944,526,1,11.067871,1.220003,0.13135648,6.83E-06,8.5961895,8.685588,8.751021,8.832106,8.879529,91.54856,1.24E+18,11.06785235,1.219992776,4858,301,6,428,GALAXY,20.43924,19.36081,18.88655,18.62059,18.47611,19.728,19.443,19.161,18.543,18.51,19.491,19.86,20.214,19.342,19.517,18.55,18.222,0.237846626,1.07843,0.47426,0.26596,0.14448,0.237,-0.048,-0.33,-0.948,-0.981,-0.369,-0.354,0.872,-0.175,0.967,0.328,-0.132,-0.417,-0.699,-1.317,-1.35,-0.486,-0.771,-1.053,-1.671,-1.704,0.386,0.101,-0.181,-0.799,-0.832,0.211,-0.074,-0.618,-0.033,-1.007,1.178,0.893,0.611,-0.007,-0.04,1.506,1.221,0.939,0.321,0.288
118322,138621,4.39E+17,390,51900,389,1,4.9334297,0.37723267,0.041102417,1.03E-05,8.154132,8.238268,8.390035,8.526323,8.58812,57.491783,1.24E+18,4.933376922,0.377226929,2728,301,4,446,GALAXY,18.7142,17.37309,17.08568,16.93652,16.80351,19.832,17.322,17.034,17.042,16.736,17.989,17.825,17.68,17.504,17.04,16.949,16.753,2.268954563,1.34111,0.28741,0.14916,0.13301,1.843,-0.667,-0.955,-0.947,-1.253,0.164,0.145,0.176,0.464,0.091,0.196,2.007,-0.503,-0.791,-0.783,-1.089,2.152,-0.358,-0.646,-0.638,-0.944,2.328,-0.182,-0.47,-0.462,-0.768,2.792,0.282,0.008,-0.306,-0.304,2.883,0.373,0.085,0.093,-0.213,3.079,0.569,0.281,0.289,-0.017
28112,48206,1.49E+18,1324,53088,386,1,210.13518,55.2461,0.012713219,5.70E-06,7.9554253,8.039196,8.136222,8.235232,8.345658,72.52833,1.24E+18,210.1351566,55.24608952,3705,301,4,88,GALAXY,18.58792,17.74302,17.6001,17.53378,17.48404,18.859,17.734,17.497,17.275,17.428,18.222,18.094,18.051,18.059,17.524,17.109,17.409,0.275659254,0.8449,0.14292,0.06632,0.04974,0.637,-0.488,-0.725,-0.947,-0.794,0.128,0.043,-0.008,0.535,0.415,-0.3,0.765,-0.36,-0.597,-0.819,-0.666,0.808,-0.317,-0.554,-0.776,-0.623,0.8,-0.325,-0.562,-0.784,-0.631,1.335,0.21,-0.222,0.153,-0.096,1.75,0.625,0.388,0.166,0.319,1.45,0.325,0.088,-0.134,0.019
46997,67197,1.18E+18,1050,52721,535,1,228.56087,46.84274,0.028954579,6.29E-06,8.0211935,8.048866,8.140091,8.263724,8.394202,81.55683,1.24E+18,228.5608557,46.84273126,3180,301,5,138,GALAXY,18.77804,17.93229,17.73318,17.62487,17.58134,18.782,17.848,17.616,17.611,17.435,18.553,18.123,18.014,18.003,17.672,17.549,17.567,0.102573276,0.84575,0.19911,0.10831,0.04353,0.229,-0.705,-0.937,-0.942,-1.118,0.43,0.109,0.011,0.331,0.123,-0.018,0.659,-0.275,-0.507,-0.512,-0.688,0.768,-0.166,-0.398,-0.403,-0.579,0.779,-0.155,-0.387,-0.392,-0.568,1.11,0.176,-0.005,-0.176,-0.237,1.233,0.299,0.067,0.062,-0.114,1.215,0.281,0.049,0.044,-0.132
19107,19170,1.90E+18,1687,53260,153,1,256.15,23.876078,0.26972196,3.49E-05,9.183604,9.221545,9.22902,9.236496,9.239464,255.0623,1.24E+18,256.149973,23.87607688,3918,301,5,406,GALAXY,19.10553,18.83854,18.42337,18.28758,17.87275,19.066,18.634,18.397,18.181,17.984,19.119,18.695,19.236,19.125,18.717,18.263,17.864,0.053028547,0.26699,0.41517,0.13579,0.41483,-0.053,-0.485,-0.722,-0.938,-1.135,0.424,-0.541,0.111,0.408,0.454,0.399,0.371,-0.061,-0.298,-0.514,-0.711,-0.17,-0.602,-0.839,-1.055,-1.252,-0.059,-0.491,-0.728,-0.944,-1.141,0.349,-0.083,-0.216,-0.197,-0.733,0.803,0.371,0.134,-0.082,-0.279,1.202,0.77,0.533,0.317,0.12
11385,31414,1.74E+18,1542,53734,516,1,5.469507,0.306859,0.1441602,8.03E-06,8.153491,8.399532,8.602196,8.693051,8.761982,51.182407,1.24E+18,5.469517334,0.306867322,2728,301,4,449,GALAXY,20.85091,19.71659,19.33084,19.08031,19.17675,20.564,19.29,18.987,18.63,18.424,19.563,18.65,19.331,19.848,19.267,19.012,18.709,0.160285412,1.13432,0.38575,0.25053,-0.09644,1.001,-0.273,-0.576,-0.933,-1.139,0.913,-0.681,-0.517,0.581,0.255,0.303,1.914,0.64,0.337,-0.02,-0.226,1.233,-0.041,-0.344,-0.701,-0.907,0.716,-0.558,-0.861,-1.218,-1.424,1.297,0.023,-0.357,-0.206,-0.843,1.552,0.278,-0.025,-0.382,-0.588,1.855,0.581,0.278,-0.079,-0.285
